,title,author,date,text
1037,На всякого мудреца довольно простоты,Островский,1868," Здравствуйте, Клеопатра Львовна, с добрым утром. Я очень робок. Я был бы откровеннее с вами, если бы... Если б вы были старуха. И я тоже не желаю. Дай вам бог цвести как можно долее. Я говорю только, что мне тогда  было бы не так робко, мне было бы свободнее. У молодой женщины есть свои дела, свои интересы; когда же ей заботиться о бедных  родственниках! А у старухи только и дела. Может, но ее совестно просить об этом; совестно надоедать. У ней на уме веселье,  забавы, развлечения, а тут скучное лицо племянника, просьбы, вечное нытье. А для  старухи это было бы даже удовольствием; она бы ездила по Москве, хлопотала. Это было.  бы для нее , и занятие от скуки, и доброе дело, которым она после могла бы  похвастаться. Да. если б вы были; а ведь вы не старуха, а напротив, очень молодая женщина. Вы меня  ловите. Нет, не все равно. Вот, например, я знаю, что вам стоит сказать только одно слово  Ивану Иванычу, и у меня будет очень хорошее место. Но я все-таки не буду беспокоить вас этой просьбой. Потому, что это было бы насилие. Он так вами очарован. Я знаю наверное. Уж это ваше дело. Он не смеет отказать вам ни в чем. Потом, ему ваша просьба будет очень приятна;  заставить вас просить — все равно что дать ему взятку. Решительно не желаю. Кроме того, мне не хочется, быть у вас в долгу. Чем же я могу  заплатить вам? Постоянным угождением: я бы ей носил собачку, подвигал под ноги скамейку, целовал  постоянно руки, поздравлял со всеми праздниками и со всем, с чем только можно  поздравить. Все это только для старухи имеет цену. Потом, если старуха действительно добрая, я мог бы привязаться к ней, полюбить  ее. Можно, но не должно сметь. И к чему же бы это повело? Только лишние страдания."
1038,На всякого мудреца довольно простоты,Островский,1868," Служил, теперь не служу, да и не имею никакой охоты. Уменья не дал бог. Надо иметь очень много различных качеств, а у меня их нет. Положим, что у меня за этим дело не станет, но что толку с этими качествами? сколько  ни трудись, век будешь канцелярским чиновником. Чтобы выслужиться человеку без  протекции, нужно совсем другое. Не рассуждать, когда не приказывают, смеяться, когда начальство вздумает сострить,  думать и работать за начальников и в то же время уверять их со всевозможным смирением,  что я, мол, глуп, что все это вам самим угодно было приказать. Кроме того, нужно иметь  еще некоторые лакейские качества, конечно в соединении с известной долей грациозности:  например, вскочить и вытянуться, чтобы это было и подобострастно и неподобострастно, и  холопски и вместе с тем благородно, и прямолинейно, и грациозно. Когда начальник  пошлет за чем-нибудь, надо уметь производить легкое порханье, среднее между галопом,  марш-марш и обыкновенным шагом. Я еще и половины того не сказал, что надо знать, чтоб  дослужиться до чего-нибудь. Что-то не видать этого другого-то. И притом, все бумага и форма. Целые стены, целые  крепости из бумаг и форм. И из этих крепостей только вылетают, в виде бомб, сухие  циркуляры и предписания. Я очень рад, что вы сочувствуете моим идеям. Но как мало у нас таких людей! Все, что вам угодно. Извольте, с удовольствием. На что же вам? Извольте, извольте! Стоит ли говорить, помилуйте! Нет, вы дайте мне такую службу, где бы я мог лицом к  лицу стать с моим меньшим братом. Дайте мне возможность самому видеть его насущные  нужды и удовлетворять им скоро и сочувственно. Куда угодно. Я работать не прочь и буду работать прилежно, сколько сил хватит, но с  одним условием: чтобы моя работа приносила действительную пользу, чтобы она  увеличивала количество добра, нужного для благосостояния массы. Переливать из пустого  в порожнее, считать это службой и получать отличия — я не согласен. Хотите, я вам весь спич напишу?"
1039,На всякого мудреца довольно простоты,Островский,1868," Вот, дядюшка, чему вы меня учите. Я человек благовоспитанный, учтивости меня учить не надо. Я, дядюшка, не понимаю. Да, да, да! Скажите! Из ума вон! Не умею. Полноте, что вы! Как это можно! Покорнейше вас благодарю Опять не понимаю. Ума, ума у вас, дядюшка! А вот еще обстоятельство! Чтоб со стороны не подумали чего дурного, ведь люди злы, вы  меня познакомьте с Турусиной. Там уж я открыто буду ухаживать за племянницей, даже,  пожалуй, для вас, если вам угодно, посватаюсь. Вот уж тогда действительно будут и  волки сыты, и овцы целы. Клеопатре Львовне мы, разумеется, не скажем про Турусину ни слова. Не то что  ревность, а, знаете, есть такое женское чувство. Когда же мы к Турусиной?"
1040,На всякого мудреца довольно простоты,Островский,1868," Я вас не просил. Домой. Я слишком счастлив. Я побегу поделиться моей радостью с матерью. Счастлив, насколько можно. Всего, на что только я смел надеяться. Чего же мне еще! Я получу место.. Клеопатра Львовна... Клеопатра Львовна, я не говорю этого. Я не говорю этого. Я достиг всего возможного, всего, на что я могу позволить себе надеяться. Но ведь это пытка. Клеопатра Львовна. Вы не имеете права прибегать к таким средствам. Вы знаете, что я не посмею ничего  скрыть от вас. Сжальтесь! Боже мой, что вы со мною делаете! Хоть убейте меня, я не смею! Кого люблю я? Вас!"
1041,На всякого мудреца довольно простоты,Островский,1868," Доложи! Трактат лучше-с. Это главная мысль вашего превосходительства, что все реформы вообще вредны. В таком случае это будут не реформы, а поправки, починки. Покорнейше благодарю, ваше превосходительство. И совершенно справедливо. Мудрено излагать софизмы, а неопровержимые истины... Совершенно убежден, ваше превосходительство. Ничего-с, я и постою, ваше превосходительство. Не извольте беспокоиться, ваше превосходительство. Я должен буду просить извинения    у вашего превосходительства. В вашем трактате некоторые слова и выражения оставлены мной без всякого    изменения. Слаб современный язык для выражения всей грациозности ваших мыслей. В двадцать пятом артикуле, о положении мелких чиновников в присутственных    местах... Вашим превосходительством весьма сильно выражена прекрасная мысль о том, что не    следует увеличивать содержание чиновникам и вообще улучшать их положение, что,    напротив, надобно значительное увеличение жалованья председателям и членам. Я, ваше превосходительство, помню наизусть, да не только этот параграф, а весь    трактат. У меня ведь целая жизнь впереди; нужно запасаться мудростию; не часто может    представиться такой случай; а если представится, так надо им пользоваться. Не из    журналов же учиться уму-разуму. Молодому человеку и свихнуться не трудно. Первое, ваше превосходительство. Артикул двадцать пятый. ""Увеличение окладов в присутственных местах, если    почему-либо таковое потребуется, должно быть производимо с крайней    осмотрительностию, и то только председателям и членам присутствия, а отнюдь не    младшим чиновникам. Увеличение окладов старшим может быть произведено на тот конец,    дабы сии наружным блеском поддерживали величие власти, которое должно быть ей    присуще. Подчиненный же сытый и довольный получает несвойственные его положению    осанистость и самоуважение, тогда как, для успешного и стройного течения дел,    подчиненный должен быть робок и постоянно трепетен"". Вот слово: ""трепетен"", ваше превосходительство, меня очаровало совершенно. Я не курю, ваше превосходительство. А впрочем, как прикажете? Как можно! Как же бы я осмелился! Не смею спорить с вашим превосходительством. Не заступлюсь и за нее. Нужда, ваше превосходительство. Поступаю. По протекции тетушки Иван Иваныч Городулин обещал достать место. Я не по новым учреждениям... Я ленив был учиться, ваше превосходительство. Мне совестно признаться перед вашим превосходительством. В молодости грешки, увлечения... В студенческой жизни, ваше превосходительство... только я больше старых обычаев    придерживался. То есть не так вел себя, как нынешние студенты. Покучивал, ваше превосходительство; случались кой-какие истории не в указные часы,    небольшие стычки с полицией. Больше ничего, ваше превосходительство. Сохрани меня Бог! сохрани Бог! Мне сказывала Софья Игнатьевна. Я не нахожу слов благодарить ваше    превосходительство. Я на деньги глуп, ваше превосходительство; девушка очень хороша. Любовь нынче не признают, ваше превосходительство: я знаю по себе, какое это    великое чувство. Скажите, пожалуйста, ваше превосходительство! Не обижайте, ваше превосходительство! Если уж хотите вознаградить меня, так осчастливьте, ваше превосходительство! Брак — такое дело великое, такой важный шаг в жизни... не откажитесь!..    благословение такого высокодобродетельного лица будет служить залогом... уже    знакомство с особой вашего превосходительства есть счастие, а в некотором роде    родство, хотя и духовное, это даже и для будущих детей. Осчастливьте, ваше превосходительство! Я передам и Софье Игнатьвне. Я не нужен вашему превосходительству? Честь имею кланяться."
1042,На всякого мудреца довольно простоты,Островский,1868," Доложи! Трактат лучше-с. Это главная мысль вашего превосходительства, что все реформы вообще вредны. В таком случае это будут не реформы, а поправки, починки. Покорнейше благодарю, ваше превосходительство. И совершенно справедливо. Мудрено излагать софизмы, а неопровержимые истины... Совершенно убежден, ваше превосходительство. Ничего-с, я и постою, ваше превосходительство. Не извольте беспокоиться, ваше превосходительство. Я должен буду просить извинения    у вашего превосходительства. В вашем трактате некоторые слова и выражения оставлены мной без всякого    изменения. Слаб современный язык для выражения всей грациозности ваших мыслей. В двадцать пятом артикуле, о положении мелких чиновников в присутственных    местах... Вашим превосходительством весьма сильно выражена прекрасная мысль о том, что не    следует увеличивать содержание чиновникам и вообще улучшать их положение, что,    напротив, надобно значительное увеличение жалованья председателям и членам. Я, ваше превосходительство, помню наизусть, да не только этот параграф, а весь    трактат. У меня ведь целая жизнь впереди; нужно запасаться мудростию; не часто может    представиться такой случай; а если представится, так надо им пользоваться. Не из    журналов же учиться уму-разуму. Молодому человеку и свихнуться не трудно. Первое, ваше превосходительство. Артикул двадцать пятый. ""Увеличение окладов в присутственных местах, если    почему-либо таковое потребуется, должно быть производимо с крайней    осмотрительностию, и то только председателям и членам присутствия, а отнюдь не    младшим чиновникам. Увеличение окладов старшим может быть произведено на тот конец,    дабы сии наружным блеском поддерживали величие власти, которое должно быть ей    присуще. Подчиненный же сытый и довольный получает несвойственные его положению    осанистость и самоуважение, тогда как, для успешного и стройного течения дел,    подчиненный должен быть робок и постоянно трепетен"". Вот слово: ""трепетен"", ваше превосходительство, меня очаровало совершенно. Я не курю, ваше превосходительство. А впрочем, как прикажете? Как можно! Как же бы я осмелился! Не смею спорить с вашим превосходительством. Не заступлюсь и за нее. Нужда, ваше превосходительство. Поступаю. По протекции тетушки Иван Иваныч Городулин обещал достать место. Я не по новым учреждениям... Я ленив был учиться, ваше превосходительство. Мне совестно признаться перед вашим превосходительством. В молодости грешки, увлечения... В студенческой жизни, ваше превосходительство... только я больше старых обычаев    придерживался. То есть не так вел себя, как нынешние студенты. Покучивал, ваше превосходительство; случались кой-какие истории не в указные часы,    небольшие стычки с полицией. Больше ничего, ваше превосходительство. Сохрани меня Бог! сохрани Бог! Мне сказывала Софья Игнатьевна. Я не нахожу слов благодарить ваше    превосходительство. Я на деньги глуп, ваше превосходительство; девушка очень хороша. Любовь нынче не признают, ваше превосходительство: я знаю по себе, какое это    великое чувство. Скажите, пожалуйста, ваше превосходительство! Не обижайте, ваше превосходительство! Если уж хотите вознаградить меня, так осчастливьте, ваше превосходительство! Брак — такое дело великое, такой важный шаг в жизни... не откажитесь!..    благословение такого высокодобродетельного лица будет служить залогом... уже    знакомство с особой вашего превосходительства есть счастие, а в некотором роде    родство, хотя и духовное, это даже и для будущих детей. Осчастливьте, ваше превосходительство! Я передам и Софье Игнатьвне. Я не нужен вашему превосходительству? Честь имею кланяться."
1043,На всякого мудреца довольно простоты,Островский,1868," Насилу кончил. Интересный разговор с Крутицким записан весь. Любопытный памятник    для потомства! Чего стоило весь этот вздор запомнить! Я, кажется, в разговоре с ним    пересолил немного. Еще молод, увлекаюсь, увлекаюсь. Ну, да это не мешает, кашу    маслом не испортишь. Вот дядюшка у меня прелесть! Сам научил за женой ухаживать. И    тут я увлекся. Это дело уж не шуточное! Тут надо держать ухо востро. Как мы от нее    ни скрываем наше сватовство, а все же узнает; пожалуй, и помешает, хоть не из любви,    так из ревности; женщины завистливы, любить-то не всякая умеет, а ревновать-то    всякая мастерица. К Турусиной. Вы немного поздно, маменька! Туда надо с утра идти. И каждый день, каждый день. Так    и живите там. Можно и надоесть. Ну, да уж что делать. Сойдитесь с прислугой, с гадальщицами с странницами, с    приживалками; не жалейте для них никаких подарков. Зайдите теперь в город, купите    две табакерки серебряных, небольших. Все эти приживалки табак нюхают зло и очень    любят подарки. Хорошо, хорошо! Главное, блюдите все входы и выходы. Чтоб ничто сомнительное ни под каким видом не    могло проникнуть в дом. Для этого ублажайте прислугу: у прислуги чутье хорошее. Ну,    прощайте! Торопите, чтоб поскорее парадный сговор. Мог ли я ожидать такого счастия! Если бы все олимпийские боги сошли с неба... Присядьте! Осчастливьте мою хату, осветите ее своим блеском. Несчастными! Да вы знаете ли, какое это преступление? Даже огорчить-то вас    чем-нибудь, и то надо иметь черную душу и зверское сердце. Ни черной души, ни зверского сердца у меня нет, значит... Значит, я и не огорчу вас ничем. Верьте! Как! Нет... да... но! То есть ваш муж хочет женить меня, а я не думал. Да я и не расположен совсем и не    желаю. Он хочет женить меня на деньгах. Не все же мне быть бедным писарьком, пора мне быть    самостоятельным человеком, иметь значение. Очень естественно, он хочет мне добра;    жаль только, что не справился о моих чувствах. Конечно, не нравится. Да разве может... Да могу ли я! Кого же я буду обманывать: ее или вас? За что вы меня мучаете подозрениями? Нет, я вижу, это надо кончить. Пусть дядюшка сердится, как хочет, я скажу ему решительно, что не хочу    жениться. Сегодня же скажу. И вы могли подумать! И вам не совестно? Я ваш, ваш, всегда ваш! Только уж вы ни слова: ни дядюшке, никому, я сам все    устрою. А то вы себя выдадите. Клеопатра Львовна, войдите в маменькину комнату, кто-то пришел ко мне. Ну-с? Что вам нужно от меня? Да, вот что! На бедность? Да кто же вам сказал, что я имею возможность давать такую    щедрую милостыню? За какой? Меня не испугаете. Печатайте! Кто вас читает? Знаете, как называется ваш поступок? Да честно ли это? Какие письма? Чем вы докажете? Ни копейки! За что платить? Вы этак, пожалуй, повадитесь, в другой раз придете. Прощайте. В каком хотите! Пяти копеек не дам. Нет. Освободите меня от вашего посещения. Вас Курчаев подослал? Ну, довольно. Что за низость! Убирайтесь! Убирайтесь, говорю вам. Это уж из рук вон! Таких людей нельзя пускать ни под каким видом. Написал ругательную статью на меня и    пришел за деньгами, а то, говорит, напечатаю. Зачем вам? Голутвин. Где день, где ночь. Адрес можно узнать в редакции. Да зачем вам? Вы шутите? Немного. Он ведь не дорог. Все-таки покойнее. Всякий скандал нехорош. Кому же нужно! У меня врагов нет. Решительно. Денег. Променяю ли я рай на деньги? Знаю. Тот, кто истинно любит. Вот вам доказательство, что бывает."
1044,На всякого мудреца довольно простоты,Островский,1868," Насилу кончил. Интересный разговор с Крутицким записан весь. Любопытный памятник    для потомства! Чего стоило весь этот вздор запомнить! Я, кажется, в разговоре с ним    пересолил немного. Еще молод, увлекаюсь, увлекаюсь. Ну, да это не мешает, кашу    маслом не испортишь. Вот дядюшка у меня прелесть! Сам научил за женой ухаживать. И    тут я увлекся. Это дело уж не шуточное! Тут надо держать ухо востро. Как мы от нее    ни скрываем наше сватовство, а все же узнает; пожалуй, и помешает, хоть не из любви,    так из ревности; женщины завистливы, любить-то не всякая умеет, а ревновать-то    всякая мастерица. К Турусиной. Вы немного поздно, маменька! Туда надо с утра идти. И каждый день, каждый день. Так    и живите там. Можно и надоесть. Ну, да уж что делать. Сойдитесь с прислугой, с гадальщицами с странницами, с    приживалками; не жалейте для них никаких подарков. Зайдите теперь в город, купите    две табакерки серебряных, небольших. Все эти приживалки табак нюхают зло и очень    любят подарки. Хорошо, хорошо! Главное, блюдите все входы и выходы. Чтоб ничто сомнительное ни под каким видом не    могло проникнуть в дом. Для этого ублажайте прислугу: у прислуги чутье хорошее. Ну,    прощайте! Торопите, чтоб поскорее парадный сговор."
1045,На всякого мудреца довольно простоты,Островский,1868," Мог ли я ожидать такого счастия! Если бы все олимпийские боги сошли с неба... Присядьте! Осчастливьте мою хату, осветите ее своим блеском. Несчастными! Да вы знаете ли, какое это преступление? Даже огорчить-то вас    чем-нибудь, и то надо иметь черную душу и зверское сердце. Ни черной души, ни зверского сердца у меня нет, значит... Значит, я и не огорчу вас ничем. Верьте! Как! Нет... да... но! То есть ваш муж хочет женить меня, а я не думал. Да я и не расположен совсем и не    желаю. Он хочет женить меня на деньгах. Не все же мне быть бедным писарьком, пора мне быть    самостоятельным человеком, иметь значение. Очень естественно, он хочет мне добра;    жаль только, что не справился о моих чувствах. Конечно, не нравится. Да разве может... Да могу ли я! Кого же я буду обманывать: ее или вас? За что вы меня мучаете подозрениями? Нет, я вижу, это надо кончить. Пусть дядюшка сердится, как хочет, я скажу ему решительно, что не хочу    жениться. Сегодня же скажу. И вы могли подумать! И вам не совестно? Я ваш, ваш, всегда ваш! Только уж вы ни слова: ни дядюшке, никому, я сам все    устрою. А то вы себя выдадите."
1046,На всякого мудреца довольно простоты,Островский,1868," Ну-с? Что вам нужно от меня? Да, вот что! На бедность? Да кто же вам сказал, что я имею возможность давать такую    щедрую милостыню? За какой? Меня не испугаете. Печатайте! Кто вас читает? Знаете, как называется ваш поступок? Да честно ли это? Какие письма? Чем вы докажете? Ни копейки! За что платить? Вы этак, пожалуй, повадитесь, в другой раз придете. Прощайте. В каком хотите! Пяти копеек не дам. Нет. Освободите меня от вашего посещения. Вас Курчаев подослал? Ну, довольно. Что за низость! Убирайтесь! Убирайтесь, говорю вам."
1047,На всякого мудреца довольно простоты,Островский,1868," Это уж из рук вон! Таких людей нельзя пускать ни под каким видом. Написал ругательную статью на меня и    пришел за деньгами, а то, говорит, напечатаю. Зачем вам? Голутвин. Где день, где ночь. Адрес можно узнать в редакции. Да зачем вам? Вы шутите? Немного. Он ведь не дорог. Все-таки покойнее. Всякий скандал нехорош. Кому же нужно! У меня врагов нет. Решительно. Денег. Променяю ли я рай на деньги? Знаю. Тот, кто истинно любит. Вот вам доказательство, что бывает."
1048,На всякого мудреца довольно простоты,Островский,1868," Когда я почувствовал призвание к семейной жизни, я взглянул на это дело серьезно.  Жениться для того, чтобы взять деньги, это не в моих правилах — это была бы торговая  сделка, а не брак — установление священное! Жениться по любви... но ведь любовь  чувство преходящее, плотское! Я понял, что в выборе подруги на всю жизнь должно быть  нечто особое, нечто роковое для того, чтобы брак был крепок. Мне нужно было найти  кроткое женское сердце, связать его с своим неразрывными узами; я говорю: судьба,  укажи мне это сердце, и я покорюсь твоим велениям. Я вам признаюсь, я ждал чего-то  чудесного! Чудесного много на свете, только мы не хотим заметить его. Я ждал чуда и дождался чуда. Я поехал к одной благочестивой женщине. Нет, к другой. Я Манефы не знаю. Только я вошел, не успел промолвить слова, она, даже  не видя лица моего — она сидела ко мне задом, — заговорила: ""Не ты невест ищешь, они  тебя ищут. Ступай зажмурившись и найдешь"". Куда идти, говорю, укажите мне! ""Как  войдешь, говорит, в первый незнакомый дом, где ты ни разу не бывал, там и ищи, там  тебя знают!"" Я, знаете ли, сначала удивился и как будто не совсем поверил. Поутру она  мне это сказала, вечером дядюшка привез меня к вам. Тут есть невеста, и тут меня  знают. Если я, может быть, не совсем нравлюсь теперь, так понравлюсь после. Такой брак  должен быть счастлив и благополучен. В этом браке нет людского произвола; следовательно, нет и ошибки."
1049,На всякого мудреца довольно простоты,Островский,1868," Кажется, двести тысяч. Да ведь вы же сами меня рекомендовали; мне Софья Игнатьевна сказывала. Я с ней не спорю. Ее исправить невозможно. К чему же трудиться? На днях будет напечатан трактат Крутицкого. Это очень легко. Надо, надо. Ведь только посмотрите, что пишут. Вон, в саду гуляет."
1050,На всякого мудреца довольно простоты,Островский,1868," Нет. Голутвин клянется-божится, что не брал. Даже слезы на глазах у него показались.  Я, говорит, без куска хлеба останусь, а такой гнусности не сделаю. И представить себе не могу. Хорошо, как бросит. Ничего особенного! Сердечные излияния, любовные заметки, страстные тирады, стишки:  очи, кудри. Все то. что пишется про себя и что в чужих руках видеть стыдно. Гуляет в саду с молодыми людьми. Вот вам доказательство, что я женюсь не по  склонности. Мне нужны деньги, нужно положение в обществе. Не все же мне быть милым  молодым человеком, пора быть милым мужчиной. Посмотрите, каким молодцом я буду, каких  лошадей заведу. Теперь меня не замечают, а тогда все вдруг заговорят: ""Ах, какой  красавец появился!"" — точно как будто я из Америки приехал. И все будут завидовать  вам. Оттого, что я ваш. Это не мешает. Я предложил руку невесте, карман для денег, а сердце остается вам. На каких рысаках я буду подъезжать к вам! Вот вы сами посылаете."
1051,На всякого мудреца довольно простоты,Островский,1868," Зачем же незаметно? Я ни объясняться, ни оправдываться не стану. Я только скажу вам,  что вы сами скоро пожалеете, что удалили меня из вашего общества. А вы сами, ваше превосходительство, догадались, что я нечестный человек? Может быть,  вы вашим проницательным умом убедились в моей нечестности тогда, как я взялся за  отделку вашего трактата? Потому что какой же образованный человек возьмется за такую  работу? Или вы увидали мою нечестность тогда, когда я в кабинете у вас раболепно  восторгался самыми дикими вашими фразами и холопски унижался перед вами? Нет, вы тогда  готовы были расцеловать меня. И не попадись вам этот несчастный дневник, вы долго,  долго, всегда считали бы меня честным человеком. Вы, дядюшка, тоже догадались сами, а? Не тогда ли, как вы меня учили льстить  Крутицкому?.. Не тогда ли, как вы меня учили ухаживать за вашей женой, чтобы отвлечь  ее от других поклонников, а я жеманился да отнекивался, что не умею, что мне совестно?  Вы видели, что я притворяюсь, но вам было приятно, потому что я давал вам простор  учить меня уму-разуму. Я давно, умнее вас, и вы это знаете, а когда я прикинусь  дурачком и стану просить у вас разных советов, вы рады-радехоньки и готовы клясться,  что я честнейший человек. Вас, Софья Игнатьевна, я точно обманул, и перед вами я виноват, то есть не перед  вами, а перед Марьей Ивановной, а вас обмануть не жаль. Вы берете с улицы какую-то  полупьяную крестьянку и по ее слову послушно выбираете мужа для своей племянницы. Кого  знает ваша Манефа, кого она может назвать? Разумеется, того, кто ей больше денег дает.  Хорошо, что еще попался я, Манефа могла бы вам сосватать какого-нибудь беглого, и вы  бы отдали, что и бывало. Ну, а вы, Иван Иваныч? Понимаю. И вам, Иван Иваныч, я нужен. И умных фраз позаимствоваться для спича... И критику вместе написать. И вам, тетушка, нужен."
1052,Не сошлись характерами!,Островский,1856/1857," Что, барин не приходил еще? Когда он придет, пошли его ко мне."
1053,Не сошлись характерами!,Островский,1856/1857," Bonjour, Paul! Откуда ты? Откуда!.. Из того прекрасного места, куда вам угодно было определить меня. Что ж делать, Поль! И шел пешком в такой ужасный жар. У нас, в этой зале, так хорошо, так прохладно! Да; но зато каково здесь зимой! Все углы сгнили, пол провалился. Да, мой друг, теперь наши дела в очень дурном положении. Ваши дела! Какие у вас дела? Отец вон едва дышит, вы тоже уж отжили свой век. Каково  мое положение! Я тебе верю, мой друг. Я воображаю, как тебе тяжело! Еще бы легко! Вы послушайте меня! По рождению, по воспитанию, по знакомству, ну,  наконец, по всему, -- поглядите вы на меня с ног до головы, -- я принадлежу к лучшему  обществу... О да. И чего же мне недостает? Ведь это срам, позор! Мне недостает состояния. Да и кому  нужно знать, что у меня нет состояния? Я все-таки должен жить так, как они, и вести  себя так, как они. Что ж, в мещане, что ли, мне приписаться? Сапоги шить? Нет  состояния!.. это смешно даже. Было, Поль, было. Я знаю, что было, да теперь где? Я знаю больше... я знаю, что вы его промотали. Ах, Поль, не вини меня; ты знаешь, что все мы, женщины, так доверчивы, так слабы!  Когда был еще здоров твой отец, нас все считали очень богатыми людьми, у нас было  отличное имение в Симбирской губернии. Он как-то умел управлять всем этим. Потом,  когда его разбил паралич, я жила совсем не роскошно, а только прилично. A monsieur Пеше что вам стоил? Сознайтесь, maman! Ах, мой друг, он так нужен был для твоего воспитания. Потом я два раза была за  границей; а впрочем, больших расходов никаких не делала. И вдруг мне говорят, что я  все прожила, что у нас ничего нет. Это ужасно! Вероятно, всему виною там эти  управляющие да бурмистры. Канальи! Да, да, я понимаю... с твоим нежным сердцем... ты такой нервный!.. Я просто не знаю, что мне делать! Выдь случай, так в карты бы обыграл кого-нибудь, не  посовестился. Да, в твоем положении... конечно... Павел, ты давно был в театре? Недавно. Кто нынче маркизов играет? Давно уж никто не играет. Я прежде хорошо маркизов играл. Вывези барина на балкон; да возьми старые газеты, почитай ему! Вот еще мой любезный дядюшка, там он где-то председателем был, так и рассуждает  свысока. Ты, говорит, многого хочешь. Скажите, пожалуйста, чего я хочу? Что это --  прихоти, роскошь? Я хочу только необходимого, без чего нельзя обойтись человеку нашего  круга. Кажется, ясно. Так нет, дядюшка любезный говорит: ты этого не должен желать,  потому что ты не имеешь средств! Да разве я виноват, что не имею средств. Где же тут  логика? Какая логика, все вздор. Ты, говорит, работай. Нет уж, слуга покорный! Что я, лошадь, что ли? Дядя твой человек грубый. Нет, maman, это драма. И еще какая драма! Что там режутся, отравляются, все это вздор. Знаешь что, Поль? Я думаю, тебе бы жениться. Что ж, я непрочь жениться, да на ком? Да, это вопрос! Я знаю тебя, Поль. Зачем ты так прекрасно воспитан? Зачем у тебя  такая нежная душа? Ты через это будешь несчастлив в своей жизни. Тебе нет пары! Много,  слишком много нужно иметь девушке достоинств, чтобы понравиться тебе и сделать твое  счастье. Но, все-таки, мой друг, я знаю твой характер, я знаю, что ты не захочешь жениться на  ком-нибудь. На ком хотите. Мне нужны деньги, чтоб быть порядочным человеком, чтоб играть роль в  обществе, одним словом, чтоб делать то, к чему я способен. Я наживать не могу, я могу  только проживать прилично и с достоинством. У меня для этого есть все способности,  есть такт, есть вкус, я могу быть передовым человеком в обществе. Однако, мой друг... Вечно не во-время придет. Поговорим после, еще будет время."
